DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,Yogunluk
2024-10-07 18:00:00,40.9103393554688,29.1302490234375,sxk8wz,3,92,40,148,Orta
2024-10-01 12:00:00,40.9707641601563,29.1851806640625,sxkc04,10,58,36,42,Az
2024-10-23 09:00:00,41.0586547851563,28.0755615234375,sx7cwf,35,153,92,70,Az
2024-10-08 03:00:00,40.9982299804688,28.8775634765625,sxk91p,13,137,66,73,Az
2024-10-16 01:00:00,40.8609008789063,29.3829345703125,sxkbkw,23,120,69,104,Orta
2024-10-13 03:00:00,40.9268188476563,29.4378662109375,sxkbvf,73,140,92,13,Az
2024-10-03 21:00:00,41.1904907226563,28.8665771484375,sxkd2f,60,149,91,200,Orta
2024-10-27 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,81,41,186,Orta
2024-10-30 04:00:00,41.0861206054688,29.3499755859375,sxkcez,58,128,87,10,Az
2024-10-31 05:00:00,41.0531616210938,28.8446044921875,sxk983,2,64,26,115,Orta
2024-10-20 04:00:00,41.0586547851563,28.5369873046875,sxk396,53,115,83,10,Az
2024-10-11 09:00:00,40.8993530273438,29.2620849609375,sxkb9v,4,63,31,187,Orta
2024-10-04 16:00:00,41.1245727539063,28.2073974609375,sxk1cy,10,130,69,89,Az
2024-10-13 07:00:00,41.0916137695313,28.9324951171875,sxk9f2,2,158,81,240,Orta
2024-10-24 05:00:00,41.0202026367188,28.8116455078125,sxk3re,23,157,84,212,Orta
2024-10-08 00:00:00,40.9927368164063,29.0203857421875,sxk9hq,3,66,25,27,Az
2024-10-30 08:00:00,41.0476684570313,28.8995361328125,sxk998,2,80,19,102,Orta
2024-10-15 21:00:00,41.0861206054688,28.8006591796875,sxk3xr,7,104,53,57,Az
2024-10-31 04:00:00,41.0256958007813,28.7677001953125,sxk3qs,26,78,54,7,Az
2024-10-07 06:00:00,41.0421752929688,28.4161376953125,sxk1qx,4,117,62,133,Orta
2024-10-08 20:00:00,41.0751342773438,29.0423583984375,sxk9sv,1,85,26,33,Az
2024-10-27 09:00:00,40.9378051757813,29.3389892578125,sxkbgs,9,137,90,91,Az
2024-10-09 15:00:00,40.9542846679688,29.0972900390625,sxk8yp,2,57,22,167,Orta
2024-10-08 10:00:00,41.1245727539063,28.6248779296875,sxk3gq,6,100,49,174,Orta
2024-10-03 03:00:00,41.2783813476563,28.6138916015625,sxk6g4,74,80,77,1,Az
2024-10-21 00:00:00,41.0421752929688,29.0313720703125,sxk9kx,32,89,61,98,Az
2024-10-10 22:00:00,41.1410522460938,28.8006591796875,sxk6p3,14,142,75,214,Orta
2024-10-02 03:00:00,41.0641479492188,29.0643310546875,sxk9t7,13,36,25,2,Az
2024-10-16 11:00:00,40.9158325195313,29.1522216796875,sxk8z2,2,56,24,98,Az
2024-10-19 20:00:00,41.0806274414063,28.9764404296875,sxk9eq,1,74,27,114,Orta
2024-10-23 21:00:00,41.2124633789063,28.0755615234375,sx7fqy,66,121,84,38,Az
2024-10-25 23:00:00,40.9982299804688,28.9434814453125,sxk94x,25,61,40,14,Az
2024-10-12 03:00:00,41.0092163085938,28.6688232421875,sxk3k3,35,114,63,49,Az
2024-10-22 22:00:00,40.9817504882813,29.3389892578125,sxkc5s,51,122,85,43,Az
2024-10-08 14:00:00,41.1685180664063,28.8995361328125,sxkd1w,13,56,39,23,Az
2024-10-17 12:00:00,40.9762573242188,29.3280029296875,sxkc57,35,174,84,423,Cok
2024-10-13 06:00:00,41.1630249023438,28.1085205078125,sx7fpt,68,111,82,4,Az
2024-10-24 20:00:00,41.0916137695313,28.6358642578125,sxk3g8,6,114,45,273,Orta
2024-10-14 07:00:00,41.2069702148438,27.9986572265625,sx7fmj,48,163,95,58,Az
2024-10-10 13:00:00,41.0531616210938,28.6798095703125,sxk3s9,2,141,55,845,Cok
2024-10-10 01:00:00,41.1026000976563,28.5260009765625,sxk3c4,59,155,92,37,Az
2024-10-31 17:00:00,41.0037231445313,29.2840576171875,sxkc62,62,183,97,419,Cok
2024-10-23 06:00:00,41.0861206054688,28.3721923828125,sxk1tx,53,134,93,51,Az
2024-10-11 21:00:00,40.9597778320313,29.1412353515625,sxk9p0,11,89,52,49,Az
2024-10-23 08:00:00,40.9707641601563,28.7457275390625,sxk3n4,8,36,17,29,Az
2024-10-17 23:00:00,40.9048461914063,29.1961669921875,sxkb8q,9,46,23,19,Az
2024-10-30 18:00:00,41.1685180664063,29.2510986328125,sxkf1w,62,175,99,342,Cok
2024-10-25 00:00:00,41.0531616210938,28.5369873046875,sxk393,29,119,77,23,Az
2024-10-07 00:00:00,41.1630249023438,28.9984130859375,sxkd5v,26,62,45,11,Az
2024-10-26 07:00:00,41.2234497070313,28.6138916015625,sxk6e0,60,123,90,65,Az
2024-10-16 04:00:00,41.0696411132813,28.6248779296875,sxk3ek,11,110,56,21,Az
2024-10-14 22:00:00,40.9762573242188,28.8665771484375,sxk90g,3,113,48,94,Az
2024-10-30 08:00:00,41.1959838867188,28.0316162109375,sx7fmg,65,169,100,70,Az
2024-10-04 00:00:00,41.0037231445313,28.6248779296875,sxk372,4,78,31,35,Az
2024-10-30 20:00:00,41.0531616210938,29.0643310546875,sxk9t3,3,61,25,29,Az
2024-10-03 02:00:00,41.1190795898438,28.9434814453125,sxk9ft,37,114,70,81,Az
2024-10-30 13:00:00,40.9542846679688,29.2950439453125,sxkbfx,4,154,70,709,Cok
2024-10-22 11:00:00,41.0311889648438,28.8116455078125,sxk3rt,2,102,44,864,Cok
2024-10-25 01:00:00,41.2783813476563,28.0316162109375,sx7fvf,44,78,64,2,Az
2024-10-03 14:00:00,41.0366821289063,28.8995361328125,sxk93w,1,63,24,267,Orta
2024-10-16 03:00:00,40.9707641601563,29.2181396484375,sxkc0f,10,121,57,55,Az
2024-10-18 23:00:00,40.9158325195313,29.2181396484375,sxkbbb,45,121,76,81,Az
2024-10-07 11:00:00,40.8718872070313,29.3939208984375,sxkbsb,26,150,65,703,Cok
2024-10-06 11:00:00,40.8938598632813,29.3719482421875,sxkbsk,50,155,101,221,Orta
2024-10-26 03:00:00,41.2069702148438,28.4600830078125,sxk4rt,61,135,84,6,Az
2024-10-30 15:00:00,41.1355590820313,29.0313720703125,sxkdh8,5,78,42,67,Az
2024-10-15 20:00:00,41.0531616210938,29.1741943359375,sxk9xc,52,135,100,70,Az
2024-10-16 00:00:00,41.0531616210938,29.0533447265625,sxk9t1,3,45,27,15,Az
2024-10-19 10:00:00,41.1465454101563,28.2843017578125,sxk45d,44,162,94,51,Az
2024-10-28 20:00:00,41.1190795898438,29.0313720703125,sxk9ut,27,89,59,10,Az
2024-10-31 08:00:00,41.0421752929688,28.6248779296875,sxk37r,1,101,33,284,Orta
2024-10-14 13:00:00,40.9213256835938,29.1741943359375,sxk8zc,2,107,39,311,Cok
2024-10-03 22:00:00,40.8883666992188,29.3170166015625,sxkbe5,87,94,90,2,Az
2024-10-05 06:00:00,40.9872436523438,29.1741943359375,sxk9pv,6,40,22,8,Az
2024-10-21 08:00:00,41.0696411132813,28.6798095703125,sxk3ss,3,60,20,82,Az
2024-10-18 05:00:00,40.9927368164063,29.0533447265625,sxk9jn,6,97,55,66,Az
2024-10-22 08:00:00,41.0751342773438,28.9215087890625,sxk9dj,2,36,17,66,Az
2024-10-29 22:00:00,40.9762573242188,29.3280029296875,sxkc57,46,160,86,189,Orta
2024-10-31 07:00:00,41.0531616210938,29.0972900390625,sxk9w1,7,51,27,22,Az
2024-10-11 12:00:00,41.2014770507813,29.2181396484375,sxkf2u,10,78,53,21,Az
2024-10-18 21:00:00,41.0202026367188,28.4710693359375,sxk1rg,19,133,76,51,Az
2024-10-24 01:00:00,41.0751342773438,28.5040283203125,sxk38t,56,157,87,52,Az
2024-10-02 11:00:00,41.0806274414063,28.2293701171875,sxk1dq,6,127,74,98,Az
2024-10-23 15:00:00,41.0311889648438,28.6907958984375,sxk3kv,11,102,60,484,Cok
2024-10-30 17:00:00,40.9762573242188,28.6907958984375,sxk3hg,15,46,33,4,Az
2024-10-22 15:00:00,41.0971069335938,29.0423583984375,sxk9uc,23,95,47,40,Az
2024-10-19 13:00:00,41.0751342773438,28.9215087890625,sxk9dj,2,49,16,72,Az
2024-10-24 23:00:00,41.0366821289063,29.0313720703125,sxk9kw,3,57,35,16,Az
2024-10-11 04:00:00,41.2069702148438,29.0203857421875,sxkdkm,25,59,38,3,Az
2024-10-14 23:00:00,41.0366821289063,28.4600830078125,sxk1rw,55,95,71,7,Az
2024-10-03 01:00:00,40.9762573242188,28.7786865234375,sxk3ng,8,55,45,2,Az
2024-10-08 08:00:00,41.0476684570313,28.8995361328125,sxk998,1,81,16,118,Orta
2024-10-11 22:00:00,41.0586547851563,28.7017822265625,sxk3t4,11,143,66,303,Cok
2024-10-17 17:00:00,41.0092163085938,29.0753173828125,sxk9m9,2,110,29,325,Cok
2024-10-23 20:00:00,41.1685180664063,28.4820556640625,sxk60n,43,176,87,157,Orta
2024-10-17 06:00:00,40.8938598632813,29.3499755859375,sxkbeu,3,97,47,146,Orta
2024-10-19 21:00:00,41.1575317382813,29.0203857421875,sxkdhk,6,73,30,27,Az
2024-10-25 16:00:00,41.0202026367188,28.9654541015625,sxk975,1,67,20,195,Orta
2024-10-05 11:00:00,40.7730102539063,29.4158935546875,sxhzvq,45,78,63,30,Az
2024-10-14 16:00:00,41.0971069335938,28.1085205078125,sx7cz9,50,100,75,11,Az
2024-10-05 14:00:00,41.0092163085938,28.6468505859375,sxk37c,4,79,40,65,Az
2024-10-12 13:00:00,41.0421752929688,28.8665771484375,sxk92z,2,46,12,120,Orta
2024-10-13 15:00:00,41.1520385742188,28.3392333984375,sxk4hg,26,202,94,51,Az
2024-10-19 00:00:00,41.1575317382813,29.4927978515625,sxkfph,54,83,63,6,Az
2024-10-25 14:00:00,40.9982299804688,29.0863037109375,sxk9jz,2,47,18,95,Az
2024-10-13 08:00:00,41.0366821289063,28.0206298828125,sx7cmw,65,157,100,18,Az
2024-10-26 17:00:00,41.0202026367188,28.4710693359375,sxk1rg,17,106,64,69,Az
2024-10-26 23:00:00,40.9597778320313,29.1082763671875,sxk9n2,3,113,46,320,Cok
2024-10-22 07:00:00,41.1026000976563,29.0093994140625,sxk9u4,6,124,53,771,Cok
2024-10-23 09:00:00,41.0366821289063,28.8775634765625,sxk93n,2,53,18,117,Orta
2024-10-25 12:00:00,41.0366821289063,28.6798095703125,sxk3kw,2,70,29,125,Orta
2024-10-24 20:00:00,41.0531616210938,28.8446044921875,sxk983,2,47,19,135,Orta
2024-10-30 13:00:00,40.9378051757813,29.3389892578125,sxkbgs,31,140,82,197,Orta
2024-10-15 23:00:00,41.1630249023438,29.0423583984375,sxkdhv,10,63,33,18,Az
2024-10-02 15:00:00,40.9872436523438,29.3389892578125,sxkc5t,47,104,75,49,Az
2024-10-10 09:00:00,40.9762573242188,28.8775634765625,sxk915,2,83,31,158,Orta
2024-10-10 19:00:00,41.1135864257813,29.3060302734375,sxkcfu,28,116,80,11,Az
2024-10-02 17:00:00,41.0916137695313,28.8116455078125,sxk3z8,5,163,87,309,Cok
2024-10-17 10:00:00,41.0586547851563,28.7567138671875,sxk3w6,1,110,38,568,Cok
2024-10-25 15:00:00,41.1355590820313,29.0313720703125,sxkdh8,6,73,43,55,Az
2024-10-31 15:00:00,41.0311889648438,29.2730712890625,sxkc6j,21,186,82,484,Cok
2024-10-05 23:00:00,40.7730102539063,29.4268798828125,sxhzvw,13,81,54,31,Az
2024-10-11 14:00:00,41.0476684570313,29.0203857421875,sxk9s2,4,62,23,58,Az
2024-10-21 08:00:00,41.0751342773438,29.2840576171875,sxkcdm,47,181,108,115,Orta
2024-10-03 19:00:00,41.0311889648438,28.8226318359375,sxk3rv,1,55,18,134,Orta
2024-10-09 09:00:00,41.2124633789063,28.5809326171875,sxk66q,68,198,105,52,Az
2024-10-24 22:00:00,41.0366821289063,28.5479736328125,sxk33w,14,86,54,43,Az
2024-10-03 14:00:00,41.0147094726563,28.7896728515625,sxk3r4,2,60,25,191,Orta
2024-10-24 02:00:00,41.0421752929688,29.1192626953125,sxk9qx,25,164,93,86,Az
2024-10-25 04:00:00,41.0971069335938,28.9764404296875,sxk9g3,11,166,71,72,Az
2024-10-21 15:00:00,40.9048461914063,29.2950439453125,sxkbdw,19,71,46,32,Az
2024-10-05 11:00:00,41.0751342773438,29.0753173828125,sxk9tt,2,60,25,71,Az
2024-10-02 08:00:00,41.0861206054688,28.9105224609375,sxk99z,2,98,24,322,Cok
2024-10-31 14:00:00,41.2399291992188,28.7896728515625,sxk6x5,6,153,91,246,Orta
2024-10-08 13:00:00,41.2289428710938,28.9654541015625,sxkde1,60,143,90,113,Orta
2024-10-23 17:00:00,41.0092163085938,28.8226318359375,sxk3rc,1,49,16,313,Cok
2024-10-16 11:00:00,40.9597778320313,29.3389892578125,sxkc58,8,120,81,79,Az
2024-10-17 03:00:00,41.1080932617188,29.1192626953125,sxk9ye,42,79,67,4,Az
2024-10-23 04:00:00,41.0696411132813,28.3941650390625,sxk1wh,64,123,87,32,Az
2024-10-15 06:00:00,41.0696411132813,29.3060302734375,sxkcdu,33,117,69,43,Az
2024-10-11 17:00:00,41.1630249023438,28.5150146484375,sxk60v,62,205,105,179,Orta
2024-10-22 09:00:00,40.9927368164063,29.1741943359375,sxk9py,1,95,27,802,Cok
2024-10-06 05:00:00,41.0421752929688,28.9434814453125,sxk96x,3,145,59,169,Orta
2024-10-27 09:00:00,41.0641479492188,28.3941650390625,sxk1w5,75,141,105,28,Az
2024-10-14 02:00:00,40.9487915039063,29.1082763671875,sxk8yq,6,75,32,12,Az
2024-10-28 22:00:00,41.0256958007813,28.7896728515625,sxk3rh,2,113,36,103,Orta
2024-10-10 23:00:00,41.2289428710938,28.9324951171875,sxkdd3,58,169,88,181,Orta
2024-10-05 04:00:00,41.0916137695313,28.9434814453125,sxk9f8,50,145,91,117,Orta
2024-10-15 20:00:00,41.1190795898438,29.2840576171875,sxkcfm,54,152,91,298,Orta
2024-10-21 07:00:00,41.0092163085938,29.0423583984375,sxk9kc,2,64,24,121,Orta
2024-10-08 13:00:00,41.3442993164063,27.9656982421875,sx7ghq,42,101,70,16,Az
2024-10-12 06:00:00,41.1190795898438,29.0313720703125,sxk9ut,41,65,55,4,Az
2024-10-13 09:00:00,40.9872436523438,29.0533447265625,sxk9jj,4,84,33,29,Az
2024-10-23 11:00:00,41.0696411132813,28.2733154296875,sxk1ek,16,89,51,96,Az
2024-10-29 22:00:00,41.0641479492188,28.8775634765625,sxk995,6,114,75,113,Orta
2024-10-19 23:00:00,40.9817504882813,27.9656982421875,sx7chk,58,132,97,14,Az
2024-10-05 17:00:00,41.0531616210938,28.6688232421875,sxk3s3,2,137,55,404,Cok
2024-10-05 02:00:00,41.0092163085938,28.6578369140625,sxk3k1,7,142,64,109,Orta
2024-10-10 13:00:00,40.9927368164063,28.8336181640625,sxk90n,1,94,33,616,Cok
2024-10-20 04:00:00,41.0311889648438,28.8885498046875,sxk93m,5,56,24,6,Az
2024-10-26 12:00:00,41.2289428710938,28.9434814453125,sxkdd9,60,175,99,235,Orta
2024-10-27 21:00:00,41.1410522460938,29.0203857421875,sxkdh3,38,81,51,9,Az
2024-10-17 14:00:00,41.0311889648438,29.1302490234375,sxk9qv,2,82,35,243,Orta
2024-10-11 23:00:00,40.9762573242188,29.1302490234375,sxk9ng,1,93,35,69,Az
2024-10-09 05:00:00,40.9378051757813,29.1522216796875,sxk8zk,3,47,24,51,Az
2024-10-17 21:00:00,41.1630249023438,28.9874267578125,sxkd5t,36,36,36,1,Az
2024-10-26 11:00:00,40.8499145507813,29.3719482421875,sxkbkk,33,155,91,169,Orta
2024-10-21 13:00:00,40.9817504882813,28.8555908203125,sxk90s,4,75,34,86,Az
2024-10-01 13:00:00,41.1904907226563,28.6468505859375,sxk67f,47,114,76,26,Az
2024-10-18 04:00:00,41.2454223632813,28.7237548828125,sxk6ts,9,140,85,132,Orta
2024-10-04 08:00:00,41.1630249023438,28.5260009765625,sxk61j,69,167,106,48,Az
2024-10-29 18:00:00,41.0751342773438,28.0975341796875,sx7cxm,68,110,91,20,Az
2024-10-30 18:00:00,40.9707641601563,28.8336181640625,sxk904,10,90,58,152,Orta
2024-10-12 03:00:00,41.0861206054688,28.8775634765625,sxk99p,21,155,81,117,Orta
2024-10-03 06:00:00,41.2289428710938,28.5150146484375,sxk68c,41,139,94,13,Az
2024-10-16 15:00:00,41.1300659179688,28.2183837890625,sxk1fp,45,143,75,83,Az
2024-10-28 11:00:00,41.0641479492188,29.0863037109375,sxk9tg,6,75,32,39,Az
2024-10-04 04:00:00,41.0531616210938,29.0972900390625,sxk9w1,11,39,25,4,Az
2024-10-25 20:00:00,40.7730102539063,29.4158935546875,sxhzvq,33,75,54,21,Az
2024-10-29 21:00:00,40.8718872070313,29.3280029296875,sxkbe2,5,74,33,74,Az
2024-10-22 18:00:00,40.9378051757813,29.3060302734375,sxkbfu,2,87,46,87,Az
2024-10-26 12:00:00,41.2454223632813,28.6468505859375,sxk6eu,59,176,95,151,Orta
2024-10-27 03:00:00,40.9378051757813,29.1192626953125,sxk8ys,6,92,46,22,Az
2024-10-17 21:00:00,41.0696411132813,29.1082763671875,sxk9wk,22,161,71,346,Cok
2024-10-25 22:00:00,41.1135864257813,28.1634521484375,sxk1bu,21,100,56,29,Az
2024-10-29 07:00:00,41.0531616210938,29.1082763671875,sxk9w3,9,43,28,7,Az
2024-10-31 03:00:00,41.1959838867188,29.1192626953125,sxkdqe,60,109,83,59,Az
2024-10-31 01:00:00,41.2234497070313,28.4930419921875,sxk682,61,61,61,1,Az
2024-10-27 15:00:00,41.0476684570313,28.9324951171875,sxk9d2,3,68,16,106,Orta
2024-10-15 07:00:00,41.1245727539063,28.8116455078125,sxk3zw,33,187,98,287,Orta
2024-10-13 12:00:00,41.1355590820313,28.9434814453125,sxkd48,53,95,71,81,Az
2024-10-07 12:00:00,40.9872436523438,29.1741943359375,sxk9pv,3,65,21,49,Az
2024-10-01 22:00:00,41.2014770507813,29.1082763671875,sxkdqk,54,154,87,141,Orta
2024-10-11 03:00:00,40.9872436523438,28.7017822265625,sxk3jj,6,81,34,18,Az
2024-10-10 15:00:00,40.9597778320313,29.1632080078125,sxk9p8,17,88,49,49,Az
2024-10-23 04:00:00,41.0916137695313,28.9654541015625,sxk9g0,2,130,74,99,Az
2024-10-14 11:00:00,41.2509155273438,28.6907958984375,sxk6sv,26,123,82,134,Orta
2024-10-14 02:00:00,40.9982299804688,28.9324951171875,sxk94r,10,104,44,20,Az
2024-10-07 06:00:00,41.0641479492188,28.9764404296875,sxk9e7,3,105,47,373,Cok
2024-10-25 11:00:00,40.9817504882813,29.3389892578125,sxkc5s,48,118,81,71,Az
2024-10-24 05:00:00,41.0092163085938,29.0972900390625,sxk9q1,6,145,46,172,Orta
2024-10-04 04:00:00,41.1740112304688,29.1741943359375,sxkdpz,74,88,80,3,Az
2024-10-06 03:00:00,40.9762573242188,29.0423583984375,sxk9hg,4,47,20,16,Az
2024-10-13 09:00:00,41.2289428710938,28.8555908203125,sxkd89,59,129,89,76,Az
2024-10-29 22:00:00,41.0861206054688,28.9434814453125,sxk9dx,1,71,32,90,Az
2024-10-25 17:00:00,41.1080932617188,29.4268798828125,sxkcve,29,116,78,34,Az
2024-10-26 11:00:00,41.1135864257813,28.9764404296875,sxk9gk,6,86,44,116,Orta
2024-10-06 20:00:00,41.0366821289063,28.8775634765625,sxk93n,3,55,18,45,Az
2024-10-21 14:00:00,40.9817504882813,29.0533447265625,sxk9jh,4,44,19,55,Az
2024-10-22 07:00:00,41.0751342773438,29.0313720703125,sxk9st,2,71,28,191,Orta
2024-10-31 01:00:00,40.9542846679688,29.3280029296875,sxkbgr,20,114,60,50,Az
2024-10-18 04:00:00,41.0806274414063,29.2840576171875,sxkcdq,34,156,85,114,Orta
2024-10-11 17:00:00,41.0311889648438,29.0863037109375,sxk9mv,2,97,29,282,Orta
2024-10-27 04:00:00,41.0916137695313,29.0753173828125,sxk9v8,12,155,100,79,Az
2024-10-28 14:00:00,41.1520385742188,28.3502197265625,sxk4j5,71,135,92,13,Az
2024-10-15 00:00:00,41.0311889648438,28.4600830078125,sxk1rt,11,99,64,32,Az
2024-10-30 10:00:00,40.9982299804688,29.3280029296875,sxkc5r,76,124,96,10,Az
2024-10-29 02:00:00,41.0037231445313,29.0863037109375,sxk9mb,6,69,23,14,Az
2024-10-24 08:00:00,41.0147094726563,28.8995361328125,sxk93d,1,95,33,277,Orta
2024-10-02 19:00:00,41.2673950195313,28.6029052734375,sxk6fb,56,116,87,15,Az
2024-10-15 16:00:00,41.1355590820313,28.2513427734375,sxk44b,85,91,88,2,Az
2024-10-09 21:00:00,41.1026000976563,28.8116455078125,sxk3zd,7,165,84,311,Cok
2024-10-08 10:00:00,41.0531616210938,28.7567138671875,sxk3w3,2,98,36,71,Az
2024-10-24 08:00:00,41.1135864257813,29.4268798828125,sxkcvs,30,121,74,33,Az
2024-10-29 14:00:00,41.1904907226563,29.2071533203125,sxkf2d,7,170,89,244,Orta
2024-10-05 10:00:00,41.0256958007813,29.0972900390625,sxk9qh,1,55,17,130,Orta
2024-10-22 12:00:00,41.2454223632813,28.7457275390625,sxk6wh,43,170,93,205,Orta
2024-10-08 18:00:00,40.8828735351563,29.1851806640625,sxkb84,44,66,55,17,Az
2024-10-07 07:00:00,41.1190795898438,29.0313720703125,sxk9ut,5,79,49,61,Az
2024-10-20 06:00:00,41.1959838867188,28.7567138671875,sxk6q7,7,89,35,35,Az
2024-10-29 22:00:00,41.0366821289063,29.0753173828125,sxk9mw,1,53,25,47,Az
2024-10-01 03:00:00,41.1026000976563,28.1524658203125,sxk1bd,73,113,82,6,Az
2024-10-05 01:00:00,41.2014770507813,28.0755615234375,sx7fqu,12,119,66,38,Az
2024-10-01 15:00:00,41.1959838867188,28.0865478515625,sx7fr5,45,140,89,28,Az
2024-10-26 08:00:00,41.0037231445313,28.8446044921875,sxk922,1,76,24,137,Orta
2024-10-26 10:00:00,41.1520385742188,28.6248779296875,sxk657,25,73,50,24,Az
2024-10-20 05:00:00,41.1465454101563,28.9324951171875,sxkd46,11,71,41,5,Az
2024-10-17 15:00:00,40.9872436523438,28.7347412109375,sxk3jv,15,43,26,5,Az
2024-10-06 19:00:00,41.1245727539063,28.1854248046875,sxk1cq,72,161,116,9,Az
2024-10-30 16:00:00,41.0476684570313,29.0753173828125,sxk9t8,2,39,17,91,Az
2024-10-22 13:00:00,40.8828735351563,29.3280029296875,sxkbe6,13,127,54,5,Az
2024-10-06 16:00:00,40.9597778320313,29.2071533203125,sxkc08,15,54,37,22,Az
2024-10-14 18:00:00,41.1465454101563,29.2730712890625,sxkf44,60,152,100,57,Az
2024-10-18 16:00:00,40.9268188476563,29.3389892578125,sxkbgd,4,106,60,257,Orta
2024-10-26 13:00:00,41.0531616210938,29.0863037109375,sxk9tc,6,67,30,53,Az
2024-10-07 21:00:00,41.0751342773438,28.9654541015625,sxk9ej,4,101,36,85,Az
2024-10-17 03:00:00,41.0476684570313,29.1192626953125,sxk9w8,14,161,99,88,Az
2024-10-08 00:00:00,41.0256958007813,29.0753173828125,sxk9ms,3,109,42,78,Az
2024-10-11 07:00:00,41.0751342773438,28.6468505859375,sxk3ev,54,143,97,237,Orta
2024-10-17 00:00:00,40.8828735351563,29.3499755859375,sxkbef,20,128,59,82,Az
2024-10-31 15:00:00,40.8554077148438,29.2950439453125,sxkb6t,1,91,32,577,Cok
2024-10-08 16:00:00,41.1685180664063,28.9984130859375,sxkd5y,9,59,33,19,Az
2024-10-19 15:00:00,40.8718872070313,29.3280029296875,sxkbe2,1,68,22,217,Orta
2024-10-14 05:00:00,41.0476684570313,28.6798095703125,sxk3s8,11,96,52,37,Az
2024-10-17 13:00:00,41.0696411132813,28.5040283203125,sxk38s,33,132,85,135,Orta
2024-10-08 14:00:00,41.1849975585938,28.7127685546875,sxk6m3,4,90,41,191,Orta
2024-10-24 11:00:00,40.9378051757813,29.3609619140625,sxkbuh,17,156,83,236,Orta
2024-10-22 08:00:00,41.2289428710938,28.6029052734375,sxk6dc,5,103,67,62,Az
2024-10-26 09:00:00,41.1135864257813,28.9544677734375,sxk9fu,44,109,73,158,Orta
2024-10-14 01:00:00,41.1685180664063,28.4820556640625,sxk60n,46,143,84,47,Az
2024-10-08 03:00:00,41.2289428710938,28.7017822265625,sxk6t1,28,126,81,18,Az
2024-10-13 07:00:00,41.1959838867188,29.0313720703125,sxkdke,17,68,43,6,Az
2024-10-24 11:00:00,41.0696411132813,28.6578369140625,sxk3sh,3,80,33,124,Orta
2024-10-20 10:00:00,41.0586547851563,28.9105224609375,sxk99f,2,76,22,95,Az
2024-10-07 07:00:00,41.2344360351563,28.8336181640625,sxkd84,70,154,100,66,Az
2024-10-12 16:00:00,40.9927368164063,29.2181396484375,sxkc0y,8,106,46,80,Az
2024-10-10 16:00:00,41.2454223632813,28.6578369140625,sxk6sh,65,181,104,204,Orta
2024-10-22 06:00:00,40.9872436523438,29.0753173828125,sxk9jt,2,114,35,334,Cok
2024-10-04 23:00:00,41.0916137695313,29.0313720703125,sxk9u8,2,129,56,111,Orta
2024-10-16 21:00:00,41.0531616210938,29.0093994140625,sxk9s1,2,103,34,121,Orta
2024-10-14 14:00:00,41.1630249023438,28.7677001953125,sxk6nt,7,126,64,140,Orta
2024-10-15 12:00:00,41.1575317382813,28.7786865234375,sxk6nu,17,107,68,112,Orta
2024-10-13 16:00:00,41.0531616210938,28.8226318359375,sxk3xc,2,73,28,61,Az
2024-10-25 12:00:00,41.0092163085938,28.6798095703125,sxk3k9,6,141,60,465,Cok
2024-10-02 04:00:00,40.9378051757813,29.2071533203125,sxkbbs,43,144,87,34,Az
2024-10-16 10:00:00,41.1849975585938,29.2181396484375,sxkf2c,6,182,96,453,Cok
2024-10-22 04:00:00,41.0531616210938,28.4271240234375,sxk1wc,61,122,85,28,Az
2024-10-25 20:00:00,41.2344360351563,28.7017822265625,sxk6t4,12,112,68,39,Az
2024-10-07 23:00:00,40.9927368164063,28.8116455078125,sxk3pw,17,107,67,101,Orta
2024-10-05 10:00:00,40.7949829101563,29.3939208984375,sxkbhf,16,147,81,363,Cok
2024-10-26 14:00:00,41.0147094726563,28.5479736328125,sxk33d,10,106,57,169,Orta
2024-10-02 02:00:00,41.1190795898438,28.8226318359375,sxk3zv,54,109,78,4,Az
2024-10-01 02:00:00,41.0092163085938,29.0972900390625,sxk9q1,6,176,49,37,Az
2024-10-19 19:00:00,41.0971069335938,28.1524658203125,sxk1b9,63,160,95,44,Az
2024-10-02 06:00:00,40.9487915039063,29.2950439453125,sxkbfw,4,63,31,103,Orta
2024-10-29 00:00:00,41.1465454101563,28.1414794921875,sxk406,75,97,84,5,Az
2024-10-29 18:00:00,40.8993530273438,29.3499755859375,sxkbev,10,72,34,38,Az
2024-10-08 19:00:00,41.0366821289063,28.8006591796875,sxk3rq,2,65,22,78,Az
2024-10-14 16:00:00,41.0147094726563,29.1741943359375,sxk9rf,1,54,21,203,Orta
2024-10-27 11:00:00,41.1245727539063,29.3609619140625,sxkcun,58,124,89,11,Az
2024-10-15 04:00:00,40.9652709960938,29.3170166015625,sxkc51,34,143,85,80,Az
2024-10-02 05:00:00,41.0861206054688,29.0863037109375,sxk9tz,7,131,54,73,Az
2024-10-11 20:00:00,41.0641479492188,28.6578369140625,sxk3s5,17,170,71,165,Orta
2024-10-11 22:00:00,41.0531616210938,28.5369873046875,sxk393,52,115,85,57,Az
2024-10-31 16:00:00,41.0256958007813,28.9105224609375,sxk93u,2,50,17,84,Az
