DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,Yogunluk
2024-10-01 08:00:00,41.0092163085938,29.1741943359375,sxk9rc,1,65,22,227,Orta
2024-10-24 14:00:00,41.0586547851563,28.8665771484375,sxk98f,2,77,24,187,Orta
2024-10-16 20:00:00,40.9542846679688,29.4158935546875,sxkbvr,57,60,59,2,Az
2024-10-21 13:00:00,41.0641479492188,28.6688232421875,sxk3s7,6,75,31,178,Orta
2024-10-23 15:00:00,41.2124633789063,28.7237548828125,sxk6mw,19,70,50,20,Az
2024-10-15 07:00:00,41.0366821289063,28.8555908203125,sxk92w,2,61,21,170,Orta
2024-10-25 16:00:00,41.0366821289063,29.1522216796875,sxk9rq,7,115,59,279,Orta
2024-10-12 14:00:00,41.1245727539063,28.1634521484375,sxk1by,68,156,96,62,Az
2024-10-21 06:00:00,40.8224487304688,29.3499755859375,sxkb5z,6,142,72,340,Cok
2024-10-03 18:00:00,41.1520385742188,28.9105224609375,sxkd1g,11,85,43,40,Az
2024-10-27 09:00:00,41.1026000976563,28.2513427734375,sxk1ff,15,96,69,8,Az
2024-10-12 04:00:00,41.0147094726563,28.6798095703125,sxk3kd,23,110,72,76,Az
2024-10-01 18:00:00,41.1740112304688,28.4710693359375,sxk4pz,79,140,105,14,Az
2024-10-12 18:00:00,41.0751342773438,29.3170166015625,sxkcej,40,111,72,46,Az
2024-10-22 16:00:00,41.1245727539063,28.4820556640625,sxk3bn,4,130,51,63,Az
2024-10-12 21:00:00,41.1300659179688,28.2293701171875,sxk1fr,70,148,103,30,Az
2024-10-06 22:00:00,41.1740112304688,29.0313720703125,sxkdhx,19,53,33,9,Az
2024-10-12 02:00:00,41.0421752929688,28.5479736328125,sxk33x,65,115,82,11,Az
2024-10-21 14:00:00,41.0421752929688,29.1961669921875,sxkc2r,62,132,94,38,Az
2024-10-11 12:00:00,41.0751342773438,29.0093994140625,sxk9sj,3,75,27,235,Orta
2024-10-16 18:00:00,40.8993530273438,29.1741943359375,sxk8xv,1,79,24,184,Orta
2024-10-03 03:00:00,41.0806274414063,28.5150146484375,sxk38y,50,137,85,14,Az
2024-10-18 14:00:00,41.1026000976563,29.0533447265625,sxk9v4,6,59,29,27,Az
2024-10-21 11:00:00,40.9158325195313,29.3060302734375,sxkbfb,3,68,26,167,Orta
2024-10-26 19:00:00,41.2069702148438,29.2181396484375,sxkf2v,16,85,52,5,Az
2024-10-11 19:00:00,40.9762573242188,29.1741943359375,sxk9pg,5,54,31,86,Az
2024-10-09 00:00:00,41.0586547851563,28.7237548828125,sxk3td,2,128,43,54,Az
2024-10-23 15:00:00,41.0476684570313,29.0533447265625,sxk9t0,4,51,21,74,Az
2024-10-31 07:00:00,41.0861206054688,29.2840576171875,sxkcdr,50,171,103,120,Orta
2024-10-21 03:00:00,41.2344360351563,28.9434814453125,sxkddd,78,117,90,23,Az
2024-10-29 14:00:00,41.1904907226563,28.1085205078125,sx7frd,80,86,83,3,Az
2024-10-10 15:00:00,41.0256958007813,28.9215087890625,sxk96h,2,118,29,556,Cok
2024-10-28 01:00:00,41.2179565429688,28.4600830078125,sxk4rx,66,106,80,2,Az
2024-10-10 03:00:00,41.0311889648438,28.5479736328125,sxk33t,46,110,77,6,Az
2024-10-02 23:00:00,41.1575317382813,28.8116455078125,sxk6ps,46,199,92,290,Orta
2024-10-11 21:00:00,40.9103393554688,29.2181396484375,sxkb8z,3,109,52,153,Orta
2024-10-11 21:00:00,41.1465454101563,28.9215087890625,sxkd44,4,60,35,38,Az
2024-10-07 20:00:00,40.9762573242188,28.7347412109375,sxk3jg,6,98,49,340,Cok
2024-10-26 17:00:00,41.3333129882813,27.9656982421875,sx7ghk,27,106,59,33,Az
2024-10-27 08:00:00,41.0037231445313,28.9654541015625,sxk970,4,110,42,87,Az
2024-10-13 18:00:00,41.0202026367188,28.8995361328125,sxk93e,4,86,40,94,Az
2024-10-09 04:00:00,40.9432983398438,29.3499755859375,sxkbgv,10,145,66,44,Az
2024-10-12 18:00:00,41.0202026367188,29.1851806640625,sxkc25,7,93,43,181,Orta
2024-10-01 00:00:00,41.2234497070313,28.7127685546875,sxk6t2,13,100,67,27,Az
2024-10-20 16:00:00,41.3058471679688,28.0096435546875,sx7fvr,7,85,45,34,Az
2024-10-11 18:00:00,41.0311889648438,28.9764404296875,sxk97m,1,63,22,162,Orta
2024-10-20 04:00:00,40.9817504882813,29.1302490234375,sxk9nu,18,75,45,15,Az
2024-10-23 22:00:00,40.9432983398438,29.1302490234375,sxk8yv,3,129,52,401,Cok
2024-10-08 20:00:00,41.1026000976563,28.8446044921875,sxk9b6,54,74,65,8,Az
2024-10-27 09:00:00,41.1685180664063,28.7567138671875,sxk6nq,56,94,77,41,Az
2024-10-05 11:00:00,40.9982299804688,29.1632080078125,sxk9px,2,89,41,124,Orta
2024-10-27 10:00:00,41.1904907226563,28.4600830078125,sxk4rd,70,171,99,19,Az
2024-10-13 17:00:00,41.1080932617188,28.6358642578125,sxk3ge,8,153,68,68,Az
2024-10-16 11:00:00,40.9158325195313,29.3609619140625,sxkbu0,53,123,86,71,Az
2024-10-07 20:00:00,40.9542846679688,29.1632080078125,sxk8zx,8,95,52,56,Az
2024-10-23 09:00:00,40.9597778320313,29.1632080078125,sxk9p8,7,112,47,106,Orta
2024-10-17 03:00:00,41.0586547851563,29.2730712890625,sxkcd4,64,142,87,121,Orta
2024-10-31 07:00:00,41.0751342773438,28.1195068359375,sx7cxv,35,139,82,86,Az
2024-10-15 12:00:00,41.1685180664063,28.9874267578125,sxkd5w,8,47,28,37,Az
2024-10-31 01:00:00,40.9927368164063,29.3170166015625,sxkc5n,46,125,83,132,Orta
2024-10-25 23:00:00,41.0037231445313,29.2181396484375,sxkc2b,2,55,26,90,Az
2024-10-23 17:00:00,41.1245727539063,28.8116455078125,sxk3zw,61,175,100,278,Orta
2024-10-24 11:00:00,41.1904907226563,29.1961669921875,sxkf26,36,196,98,313,Cok
2024-10-17 01:00:00,41.0147094726563,28.4930419921875,sxk326,42,139,79,22,Az
2024-10-20 20:00:00,41.2069702148438,28.5809326171875,sxk66m,65,179,100,99,Az
2024-10-30 08:00:00,41.1575317382813,28.3502197265625,sxk4jh,50,180,106,82,Az
2024-10-26 09:00:00,41.0037231445313,29.0313720703125,sxk9k8,2,132,46,256,Orta
2024-10-28 20:00:00,41.1300659179688,29.0203857421875,sxk9ur,14,103,59,58,Az
2024-10-28 23:00:00,41.1520385742188,29.5806884765625,sxm415,48,87,76,5,Az
2024-10-04 21:00:00,40.8554077148438,29.2730712890625,sxkb6j,7,83,40,20,Az
2024-10-29 09:00:00,41.1849975585938,28.7017822265625,sxk6m1,9,83,37,58,Az
2024-10-14 22:00:00,41.1135864257813,28.6248779296875,sxk3gk,23,105,71,33,Az
2024-10-10 17:00:00,41.2289428710938,28.6029052734375,sxk6dc,36,106,64,90,Az
2024-10-09 00:00:00,41.1740112304688,29.1851806640625,sxkf0p,50,137,77,5,Az
2024-10-23 22:00:00,41.0147094726563,28.4930419921875,sxk326,51,118,73,49,Az
2024-10-20 15:00:00,40.8938598632813,29.3280029296875,sxkbek,91,91,91,1,Az
2024-10-17 23:00:00,41.0476684570313,29.2840576171875,sxkcd2,39,102,72,38,Az
2024-10-26 05:00:00,41.0092163085938,28.8775634765625,sxk931,2,77,32,48,Az
2024-10-11 01:00:00,40.9323120117188,29.3939208984375,sxkbug,35,181,89,69,Az
2024-10-30 04:00:00,41.0092163085938,28.5260009765625,sxk331,56,108,80,14,Az
2024-10-27 16:00:00,40.9872436523438,29.0643310546875,sxk9jm,2,44,23,43,Az
2024-10-09 03:00:00,41.0366821289063,28.0096435546875,sx7cmq,57,88,72,14,Az
2024-10-15 10:00:00,41.1795043945313,28.1195068359375,sx7frb,73,135,90,62,Az
2024-10-08 09:00:00,40.9323120117188,29.1741943359375,sxk8zg,9,30,19,5,Az
2024-10-13 02:00:00,41.0751342773438,29.3060302734375,sxkcdv,54,96,65,7,Az
2024-10-11 06:00:00,40.9378051757813,29.1741943359375,sxk8zu,6,15,10,2,Az
2024-10-30 07:00:00,40.9323120117188,29.3280029296875,sxkbg7,1,114,36,897,Cok
2024-10-28 04:00:00,41.3388061523438,27.9656982421875,sx7ghm,13,118,55,4,Az
2024-10-21 23:00:00,41.0311889648438,28.8555908203125,sxk92t,4,73,21,72,Az
2024-10-14 11:00:00,41.2344360351563,28.5919189453125,sxk6dd,11,32,20,11,Az
2024-10-20 22:00:00,41.0256958007813,28.8116455078125,sxk3rs,2,169,52,316,Cok
2024-10-24 21:00:00,41.1410522460938,29.0533447265625,sxkdj1,5,56,28,13,Az
2024-10-05 06:00:00,41.1465454101563,29.0533447265625,sxkdj4,10,38,27,3,Az
2024-10-20 10:00:00,41.0751342773438,29.3060302734375,sxkcdv,42,122,81,31,Az
2024-10-25 12:00:00,41.1245727539063,28.8336181640625,sxk9bn,32,168,80,230,Orta
2024-10-11 13:00:00,40.9268188476563,29.3280029296875,sxkbg6,2,133,44,252,Orta
2024-10-03 06:00:00,41.1300659179688,29.2840576171875,sxkcfr,41,155,87,148,Orta
2024-10-30 00:00:00,41.1080932617188,29.4158935546875,sxkcv7,52,97,79,8,Az
2024-10-23 16:00:00,40.8938598632813,29.2071533203125,sxkb8s,2,78,32,162,Orta
2024-10-18 02:00:00,41.0147094726563,29.1412353515625,sxk9r4,6,88,35,20,Az
2024-10-20 06:00:00,40.9872436523438,28.8226318359375,sxk3pv,6,103,50,144,Orta
2024-10-07 22:00:00,41.2289428710938,28.6029052734375,sxk6dc,38,106,69,39,Az
2024-10-16 02:00:00,41.1795043945313,29.2291259765625,sxkf30,69,133,89,92,Az
2024-10-05 08:00:00,40.9158325195313,29.1741943359375,sxk8zb,7,110,58,332,Cok
2024-10-22 02:00:00,41.1026000976563,28.9764404296875,sxk9g6,8,152,72,99,Az
2024-10-16 05:00:00,41.0531616210938,28.6248779296875,sxk3e3,7,92,56,82,Az
2024-10-26 06:00:00,40.8444213867188,29.3719482421875,sxkbk7,65,148,96,150,Orta
2024-10-20 05:00:00,40.9323120117188,29.3609619140625,sxkbu5,44,108,79,5,Az
2024-10-03 03:00:00,40.9817504882813,29.1302490234375,sxk9nu,29,69,46,10,Az
2024-10-24 15:00:00,41.1959838867188,29.1632080078125,sxkdre,60,157,97,189,Orta
2024-10-04 05:00:00,41.0421752929688,29.0423583984375,sxk9kz,3,123,67,150,Orta
2024-10-11 12:00:00,41.0366821289063,28.9764404296875,sxk97q,2,62,23,297,Orta
2024-10-07 17:00:00,41.0696411132813,28.9544677734375,sxk9du,2,124,27,385,Cok
2024-10-06 23:00:00,41.0751342773438,29.2840576171875,sxkcdm,47,181,94,122,Orta
2024-10-27 05:00:00,40.9707641601563,29.1412353515625,sxk9p4,2,56,27,20,Az
2024-10-23 01:00:00,41.0147094726563,28.9105224609375,sxk93f,10,129,68,152,Orta
2024-10-01 10:00:00,40.9048461914063,29.1522216796875,sxk8xq,12,95,57,55,Az
2024-10-27 00:00:00,41.0751342773438,29.2730712890625,sxkcdj,43,146,90,86,Az
2024-10-18 07:00:00,41.0531616210938,28.7567138671875,sxk3w3,5,102,39,109,Orta
2024-10-05 04:00:00,41.2069702148438,29.0203857421875,sxkdkm,21,34,29,1,Az
2024-10-11 22:00:00,41.0916137695313,28.9105224609375,sxk9cb,1,137,38,360,Cok
2024-10-20 12:00:00,41.0421752929688,28.8336181640625,sxk92p,3,61,22,85,Az
2024-10-14 02:00:00,40.9762573242188,29.2071533203125,sxkc0e,35,112,69,17,Az
2024-10-09 18:00:00,41.0696411132813,28.9984130859375,sxk9eu,1,69,16,169,Orta
2024-10-01 20:00:00,41.0531616210938,29.0203857421875,sxk9s3,4,101,34,238,Orta
2024-10-26 14:00:00,41.0916137695313,28.8446044921875,sxk9b2,40,87,65,76,Az
2024-10-02 19:00:00,40.8718872070313,29.2620849609375,sxkb9b,2,90,34,678,Cok
2024-10-19 08:00:00,41.1245727539063,29.3499755859375,sxkcgy,40,126,79,7,Az
2024-10-07 05:00:00,40.9927368164063,28.9105224609375,sxk91y,2,57,29,29,Az
2024-10-25 23:00:00,41.0092163085938,28.7017822265625,sxk3m1,3,71,28,109,Orta
2024-10-09 11:00:00,40.9652709960938,29.0863037109375,sxk9jc,3,44,19,87,Az
2024-10-07 21:00:00,41.2014770507813,28.4600830078125,sxk4rs,61,148,95,18,Az
2024-10-14 13:00:00,41.0641479492188,28.7567138671875,sxk3w7,8,110,56,302,Cok
2024-10-05 10:00:00,41.0092163085938,28.8336181640625,sxk921,1,41,15,101,Orta
2024-10-06 23:00:00,40.9872436523438,28.9215087890625,sxk94j,10,106,64,87,Az
2024-10-09 18:00:00,41.1520385742188,28.3392333984375,sxk4hg,65,185,106,92,Az
2024-10-14 00:00:00,41.2234497070313,28.8226318359375,sxk6xb,28,50,36,5,Az
2024-10-25 17:00:00,41.0366821289063,28.8116455078125,sxk3rw,1,80,22,661,Cok
2024-10-22 11:00:00,41.0641479492188,29.2730712890625,sxkcd5,42,160,91,295,Orta
2024-10-23 17:00:00,41.0037231445313,28.8665771484375,sxk92b,1,80,25,175,Orta
2024-10-18 16:00:00,41.0641479492188,28.9874267578125,sxk9ee,1,58,15,339,Cok
2024-10-21 17:00:00,41.1575317382813,29.6356201171875,sxm44k,25,85,58,21,Az
2024-10-24 15:00:00,41.0806274414063,28.8006591796875,sxk3xq,18,92,50,61,Az
2024-10-12 11:00:00,41.2234497070313,28.4600830078125,sxk4x8,4,48,24,46,Az
2024-10-07 00:00:00,41.0861206054688,29.0313720703125,sxk9sx,8,48,29,14,Az
2024-10-16 20:00:00,41.0092163085938,28.9215087890625,sxk961,2,84,39,41,Az
2024-10-16 20:00:00,41.0476684570313,28.7457275390625,sxk3w0,11,77,38,18,Az
2024-10-04 13:00:00,41.2454223632813,28.7896728515625,sxk6xh,50,133,92,65,Az
2024-10-23 14:00:00,41.0971069335938,29.0863037109375,sxk9vc,4,50,16,35,Az
2024-10-22 10:00:00,41.0531616210938,28.7786865234375,sxk3wc,9,114,42,59,Az
2024-10-01 22:00:00,41.0641479492188,28.8775634765625,sxk995,16,148,78,103,Orta
2024-10-05 19:00:00,41.1080932617188,28.5809326171875,sxk3f7,44,152,96,75,Az
2024-10-09 11:00:00,41.0641479492188,28.0975341796875,sx7cx7,12,127,78,87,Az
2024-10-11 21:00:00,41.1740112304688,29.1741943359375,sxkdpz,57,93,76,8,Az
2024-10-20 13:00:00,41.0256958007813,28.4600830078125,sxk1rs,19,99,66,50,Az
2024-10-28 05:00:00,41.0421752929688,28.6798095703125,sxk3kx,7,86,44,73,Az
2024-10-10 21:00:00,41.1849975585938,28.8226318359375,sxk6rc,61,149,94,289,Orta
2024-10-21 08:00:00,41.0916137695313,28.8995361328125,sxk9c8,2,126,34,397,Cok
2024-10-14 06:00:00,41.0037231445313,29.2730712890625,sxkc60,7,152,67,108,Orta
2024-10-15 00:00:00,40.8609008789063,29.2840576171875,sxkb6q,7,133,72,238,Orta
2024-10-26 04:00:00,41.1520385742188,28.1414794921875,sxk407,53,136,93,26,Az
2024-10-01 18:00:00,41.2014770507813,29.1192626953125,sxkdqs,58,141,96,294,Orta
2024-10-29 10:00:00,41.0256958007813,28.8995361328125,sxk93s,4,105,49,160,Orta
2024-10-16 01:00:00,40.9817504882813,28.7786865234375,sxk3nu,10,61,33,9,Az
2024-10-30 12:00:00,41.0476684570313,28.7677001953125,sxk3w8,10,65,41,20,Az
2024-10-31 23:00:00,41.0916137695313,28.5040283203125,sxk3b8,27,153,81,45,Az
2024-10-17 04:00:00,40.9213256835938,29.1741943359375,sxk8zc,6,161,57,76,Az
2024-10-06 20:00:00,41.1245727539063,29.0203857421875,sxk9uq,7,100,48,74,Az
2024-10-15 22:00:00,41.2454223632813,28.7567138671875,sxk6wk,11,159,88,156,Orta
2024-10-03 10:00:00,41.1575317382813,28.8995361328125,sxkd1s,49,118,72,165,Orta
2024-10-08 17:00:00,41.0751342773438,28.1414794921875,sxk18m,17,110,79,39,Az
2024-10-06 04:00:00,41.1904907226563,29.2181396484375,sxkf2f,74,108,88,4,Az
2024-10-26 19:00:00,41.1190795898438,28.2183837890625,sxk1fj,67,136,97,43,Az
2024-10-27 05:00:00,41.0311889648438,28.5479736328125,sxk33t,71,96,82,7,Az
2024-10-10 18:00:00,41.1520385742188,29.6246337890625,sxm445,32,108,78,7,Az
2024-10-24 07:00:00,41.1575317382813,29.0203857421875,sxkdhk,3,83,27,64,Az
2024-10-26 19:00:00,41.0421752929688,28.9324951171875,sxk96r,2,70,32,97,Az
2024-10-01 04:00:00,40.9268188476563,29.3170166015625,sxkbg4,11,103,53,74,Az
2024-10-19 19:00:00,40.9817504882813,29.0423583984375,sxk9hu,1,60,23,79,Az
2024-10-29 18:00:00,41.1575317382813,28.7786865234375,sxk6nu,35,117,64,95,Az
2024-10-24 03:00:00,41.0147094726563,28.4930419921875,sxk326,41,117,78,21,Az
2024-10-02 03:00:00,41.1630249023438,28.9984130859375,sxkd5v,12,51,27,2,Az
2024-10-09 09:00:00,41.0751342773438,28.2733154296875,sxk1em,1,82,49,44,Az
2024-10-28 13:00:00,41.0971069335938,27.9766845703125,sx7cu9,52,147,90,43,Az
2024-10-10 18:00:00,41.1080932617188,29.0203857421875,sxk9u7,1,89,18,258,Orta
2024-10-14 01:00:00,41.0806274414063,29.0863037109375,sxk9ty,48,85,61,8,Az
2024-10-27 09:00:00,41.0806274414063,28.8665771484375,sxk98y,38,114,64,70,Az
2024-10-05 02:00:00,40.9213256835938,29.1632080078125,sxk8z9,5,154,72,133,Orta
2024-10-23 12:00:00,41.1465454101563,29.2840576171875,sxkf46,69,118,93,26,Az
2024-10-10 20:00:00,41.0366821289063,29.0863037109375,sxk9my,3,42,22,34,Az
2024-10-15 04:00:00,40.8938598632813,29.3499755859375,sxkbeu,9,93,52,16,Az
2024-10-27 22:00:00,40.9542846679688,29.1302490234375,sxk8yz,7,65,28,6,Az
2024-10-31 12:00:00,41.1245727539063,28.1854248046875,sxk1cq,63,148,90,18,Az
2024-10-24 08:00:00,41.0202026367188,28.4710693359375,sxk1rg,3,115,74,78,Az
2024-10-06 11:00:00,41.2454223632813,28.7127685546875,sxk6tk,6,168,82,159,Orta
2024-10-27 17:00:00,41.1190795898438,29.0533447265625,sxk9vj,4,54,31,11,Az
2024-10-14 21:00:00,41.0092163085938,29.1192626953125,sxk9q9,4,137,73,347,Cok
2024-10-06 09:00:00,41.2289428710938,28.8446044921875,sxkd83,59,169,93,116,Orta
2024-10-06 02:00:00,41.0147094726563,28.5369873046875,sxk336,39,138,78,28,Az
2024-10-30 07:00:00,41.2344360351563,28.9654541015625,sxkde4,67,177,104,140,Orta
2024-10-13 21:00:00,41.2014770507813,28.4600830078125,sxk4rs,108,137,120,6,Az
2024-10-17 10:00:00,41.0202026367188,29.0972900390625,sxk9q5,1,58,22,65,Az
2024-10-22 11:00:00,41.0751342773438,29.0643310546875,sxk9tm,7,61,29,94,Az
2024-10-27 20:00:00,41.0696411132813,28.8775634765625,sxk99h,6,127,73,199,Orta
2024-10-26 11:00:00,41.0202026367188,29.0753173828125,sxk9me,2,110,37,271,Orta
2024-10-22 12:00:00,40.9652709960938,29.1741943359375,sxk9pc,27,38,31,3,Az
2024-10-14 17:00:00,40.9762573242188,29.1851806640625,sxkc05,8,62,30,78,Az
2024-10-03 04:00:00,41.0092163085938,28.5260009765625,sxk331,10,117,79,15,Az
2024-10-17 19:00:00,41.0971069335938,29.0533447265625,sxk9v1,2,80,28,82,Az
2024-10-06 16:00:00,40.9817504882813,28.8995361328125,sxk91s,6,107,55,153,Orta
2024-10-15 14:00:00,40.9817504882813,28.9105224609375,sxk91u,37,103,66,137,Orta
2024-10-19 23:00:00,41.0806274414063,28.0645751953125,sx7cww,25,122,86,21,Az
2024-10-28 00:00:00,41.1630249023438,29.2620849609375,sxkf1v,37,154,81,96,Az
2024-10-12 18:00:00,41.0037231445313,28.8446044921875,sxk922,2,54,16,113,Orta
2024-10-23 04:00:00,41.0861206054688,28.8775634765625,sxk99p,4,173,78,166,Orta
2024-10-16 04:00:00,41.0092163085938,29.1741943359375,sxk9rc,12,72,40,15,Az
2024-10-20 00:00:00,41.1355590820313,28.8006591796875,sxk6p2,53,140,95,119,Orta
2024-10-06 09:00:00,41.2069702148438,28.4490966796875,sxk4rm,50,53,51,1,Az
2024-10-07 19:00:00,41.1959838867188,28.0316162109375,sx7fmg,51,171,93,100,Orta
2024-10-13 09:00:00,40.9872436523438,29.1302490234375,sxk9nv,3,88,31,45,Az
2024-10-19 12:00:00,40.8718872070313,29.2401123046875,sxkb92,4,84,39,140,Orta
2024-10-10 11:00:00,41.1685180664063,29.0093994140625,sxkdhn,22,65,49,9,Az
2024-10-18 05:00:00,40.9048461914063,29.3389892578125,sxkbew,30,93,54,8,Az
2024-10-29 11:00:00,41.1190795898438,29.0753173828125,sxk9vt,19,43,30,9,Az
2024-10-17 18:00:00,41.1190795898438,28.9434814453125,sxk9ft,2,92,44,365,Cok
2024-10-11 16:00:00,41.0256958007813,28.8555908203125,sxk92s,2,50,17,68,Az
2024-10-04 02:00:00,40.9378051757813,29.1302490234375,sxk8yu,17,147,77,101,Orta
2024-10-28 09:00:00,41.0147094726563,29.1632080078125,sxk9rd,2,77,27,146,Orta
2024-10-27 18:00:00,41.1410522460938,28.4710693359375,sxk4pc,19,127,51,20,Az
2024-10-20 14:00:00,41.0147094726563,29.1192626953125,sxk9qd,2,116,42,371,Cok
2024-10-25 22:00:00,41.2838745117188,28.0096435546875,sx7fv7,5,82,41,27,Az
2024-10-18 05:00:00,41.1575317382813,29.5806884765625,sxm41h,79,92,85,2,Az
2024-10-29 18:00:00,41.1740112304688,29.0533447265625,sxkdjp,2,42,16,22,Az
2024-10-13 19:00:00,41.1245727539063,28.6248779296875,sxk3gq,3,107,60,75,Az
2024-10-26 18:00:00,40.9762573242188,29.1632080078125,sxk9pe,42,57,47,6,Az
2024-10-28 20:00:00,41.0256958007813,28.8116455078125,sxk3rs,3,158,46,376,Cok
2024-10-08 03:00:00,41.1520385742188,28.3392333984375,sxk4hg,60,152,89,12,Az
2024-10-23 11:00:00,41.0586547851563,28.9434814453125,sxk9dd,2,68,29,126,Orta
2024-10-20 08:00:00,40.9048461914063,29.3609619140625,sxkbsn,33,167,100,186,Orta
2024-10-04 07:00:00,41.1795043945313,28.8885498046875,sxkd32,1,70,22,73,Az
2024-10-05 14:00:00,41.0971069335938,28.6358642578125,sxk3g9,2,103,44,175,Orta
2024-10-17 18:00:00,40.8938598632813,29.3719482421875,sxkbsk,2,127,41,472,Cok
2024-10-19 17:00:00,40.8993530273438,29.1961669921875,sxkb8m,2,45,24,55,Az
2024-10-10 06:00:00,41.1465454101563,28.2733154296875,sxk456,67,141,103,43,Az
2024-10-31 07:00:00,41.0366821289063,29.1522216796875,sxk9rq,10,104,63,241,Orta
2024-10-01 08:00:00,41.1135864257813,28.9764404296875,sxk9gk,18,82,47,92,Az
2024-10-10 14:00:00,41.2783813476563,28.6578369140625,sxk6u4,47,106,77,11,Az
2024-10-07 20:00:00,41.1410522460938,29.4598388671875,sxkfn3,66,110,87,13,Az
2024-10-29 11:00:00,41.0806274414063,29.0643310546875,sxk9tq,3,66,27,63,Az
2024-10-07 05:00:00,41.0916137695313,28.8995361328125,sxk9c8,5,151,57,301,Cok
2024-10-17 20:00:00,41.1080932617188,28.5369873046875,sxk3c7,40,146,86,128,Orta
2024-10-08 15:00:00,41.0806274414063,28.2293701171875,sxk1dq,6,118,71,125,Orta
2024-10-07 19:00:00,40.9707641601563,29.1082763671875,sxk9n6,2,74,22,310,Cok
2024-10-14 06:00:00,41.1080932617188,28.8885498046875,sxk9c7,4,62,30,96,Az
2024-10-12 12:00:00,40.9542846679688,29.1632080078125,sxk8zx,9,104,53,99,Az
2024-10-13 01:00:00,40.9872436523438,28.6798095703125,sxk3ht,39,107,59,17,Az
2024-10-13 11:00:00,41.0751342773438,29.0753173828125,sxk9tt,3,54,26,46,Az
2024-10-27 03:00:00,41.0092163085938,28.9215087890625,sxk961,11,73,45,10,Az
2024-10-31 20:00:00,41.2289428710938,29.0753173828125,sxkdt9,71,152,102,21,Az
2024-10-19 22:00:00,40.9707641601563,29.0753173828125,sxk9jd,6,40,19,26,Az
2024-10-31 09:00:00,41.0751342773438,29.3060302734375,sxkcdv,28,127,75,73,Az
2024-10-25 08:00:00,41.0421752929688,29.1961669921875,sxkc2r,47,119,84,115,Orta
2024-10-03 15:00:00,41.1026000976563,29.1082763671875,sxk9y6,68,68,68,1,Az
2024-10-10 21:00:00,41.0751342773438,28.3831787109375,sxk1tv,65,108,83,12,Az
2024-10-16 12:00:00,40.8279418945313,29.4378662109375,sxkbmb,59,148,92,308,Cok
2024-10-07 21:00:00,40.9707641601563,29.1082763671875,sxk9n6,4,101,31,119,Orta
2024-10-27 20:00:00,41.1026000976563,28.1085205078125,sx7czd,68,95,75,3,Az
2024-10-29 00:00:00,41.0421752929688,28.8336181640625,sxk92p,9,83,30,65,Az
2024-10-07 06:00:00,41.1520385742188,28.9215087890625,sxkd45,12,78,39,29,Az
2024-10-03 10:00:00,41.1300659179688,28.8226318359375,sxk3zz,13,88,57,87,Az
2024-10-01 17:00:00,40.9927368164063,28.7677001953125,sxk3nw,5,60,23,96,Az
2024-10-15 12:00:00,40.8773803710938,29.2401123046875,sxkb93,2,89,33,234,Orta
2024-10-08 02:00:00,41.0366821289063,28.9544677734375,sxk96y,8,59,25,9,Az
2024-10-01 21:00:00,41.0641479492188,28.9434814453125,sxk9de,2,78,35,124,Orta
2024-10-06 11:00:00,40.9927368164063,29.0643310546875,sxk9jq,11,116,66,200,Orta
2024-10-26 14:00:00,41.1080932617188,28.7896728515625,sxk3z5,8,81,46,32,Az
2024-10-05 12:00:00,41.0476684570313,28.8665771484375,sxk98b,2,59,18,151,Orta
2024-10-08 09:00:00,40.9872436523438,29.0753173828125,sxk9jt,1,72,21,300,Cok
2024-10-31 17:00:00,41.0971069335938,29.3829345703125,sxkcu9,30,112,82,24,Az
2024-10-28 20:00:00,41.1465454101563,29.1741943359375,sxkdpf,63,88,69,7,Az
2024-10-03 02:00:00,41.1959838867188,28.6248779296875,sxk677,77,77,77,1,Az
2024-10-20 07:00:00,41.0806274414063,28.9105224609375,sxk99y,5,77,30,90,Az
2024-10-22 10:00:00,41.0366821289063,28.8555908203125,sxk92w,1,42,17,121,Orta
2024-10-03 21:00:00,41.1190795898438,28.1854248046875,sxk1cm,59,179,96,68,Az
2024-10-15 00:00:00,41.0421752929688,29.0093994140625,sxk9kp,2,66,23,59,Az
2024-10-29 12:00:00,41.0202026367188,28.7677001953125,sxk3qe,2,91,36,71,Az
2024-10-03 13:00:00,41.0751342773438,28.7677001953125,sxk3wt,16,107,67,68,Az
2024-10-15 23:00:00,40.9872436523438,27.9656982421875,sx7chm,9,121,68,27,Az
2024-10-29 03:00:00,40.9927368164063,29.2291259765625,sxkc1n,14,77,41,24,Az
2024-10-23 21:00:00,41.0476684570313,28.6907958984375,sxk3sb,3,118,57,355,Cok
2024-10-16 16:00:00,41.0202026367188,29.0203857421875,sxk9k7,1,42,19,60,Az
2024-10-10 12:00:00,41.1080932617188,29.4268798828125,sxkcve,31,113,75,36,Az
2024-10-08 20:00:00,41.2289428710938,28.9324951171875,sxkdd3,42,185,91,308,Cok
2024-10-02 21:00:00,41.0147094726563,28.8226318359375,sxk3rf,1,66,24,128,Orta
2024-10-13 20:00:00,40.9872436523438,29.0203857421875,sxk9hm,3,39,14,19,Az
